"draw","cumulative","peakDebt","breakEven","year10Cost","northGrowth","southGrowth","ukPensionShare","ukDebtShare","reratingScope","interestRate","taxMultiplier","investmentOutputReturn","oneOffTransitionCost"
"232","260.42","182.3","","9.71","3.1943","2.66","89.3421","89.3421","43.6517","3.4646","0.452","0.071","6.624"
"233","148.47","103.93","","6.24","3.1439","2.35","96.0673","96.0673","25","3.3831","0.545","0.0696","2.1567"
"234","218.43","152.9","","8.64","3.3211","2.7241","84.5356","84.5356","30.2501","2.9682","0.4328","0.0748","3.032"
"235","101.88","71.32","","5.35","4.5925","3.2441","83.7818","83.7818","25.07","2.1123","0.2768","0.112","1.7914"
"236","394.16","275.92","","13.71","2.5555","2.6264","84.0466","84.0466","56.103","3.7414","0.4621","0.0523","8.6541"
"237","130.96","91.67","","5.93","3.624","2.446","93.5171","93.5171","31.032","3.5068","0.5162","0.0836","4.4067"
"238","13.77","30.77","15","2.96","4.4225","2.4484","90.2583","90.2583","25.0413","3.3041","0.5155","0.1071","2.6524"
"239","285.48","199.83","","11.74","4.051","2.7199","61.4258","61.4258","54.5377","3.2295","0.434","0.0962","5.2805"
"240","438.89","307.22","","15.04","2.4819","2.1758","80.2771","80.2771","66.8144","4.5715","0.5973","0.0501","10.5058"
"241","323.38","226.37","","12.57","2.9668","2.6324","61.0552","61.0552","30.8845","2.7529","0.4603","0.0644","0.0272"
"242","444.8","311.36","","16.66","2.9032","2.1502","47.6965","47.6965","56.2735","3.8473","0.6049","0.0625","3.8239"
"243","162.96","114.07","","6.52","3.2221","2.8703","100","100","25","2.4081","0.3889","0.0718","0"
"244","515.07","360.55","","17.36","1.7559","1.9983","73.7521","73.7521","60.9674","4.57","0.6505","0.0288","8.3457"
"245","221.16","154.81","","9.54","4.3681","3.1526","66.9513","66.9513","42.1638","2.4093","0.3042","0.1055","3.2982"
"246","654.15","457.91","","24.26","3.0502","1.8764","9.1319","9.1319","82.8091","4.3003","0.6871","0.0668","4.4974"
"247","440.66","308.46","","17.38","3.4909","2.1162","32.0176","32.0176","62.66","3.8152","0.6151","0.0797","3.1293"
"248","131.53","92.07","","5.7","3.3225","2.2246","100","100","32.8243","3.9554","0.5826","0.0748","5.675"
"249","169.3","118.51","","7.85","4.3092","2.788","75.5037","75.5037","41.5137","3.0245","0.4136","0.1037","4.3005"
"250","384.39","269.07","","14.48","2.9807","2.1783","59.1866","59.1866","52.4207","3.8872","0.5965","0.0648","4.5149"
"251","51.29","39.68","21","3.77","3.1592","1.5","100","100","27.1071","5.2055","0.8806","0.07","4.656"
"252","284.52","199.17","","10.11","2.4102","2.1171","94.1089","94.1089","39.7652","4.1864","0.6149","0.048","6.4073"
"253","338.5","236.95","","13.61","4.1886","2.9797","52.2137","52.2137","61.4408","2.9047","0.3561","0.1002","5.5656"
"254","172.42","120.69","","7.19","3.6854","2.607","91.5031","91.5031","38.8295","3.4497","0.4679","0.0854","5.8525"
"255","145.74","102.02","","5.95","3.7599","3.2889","100","100","25","2.0683","0.2633","0.0876","1.9466"
"256","359.98","251.99","","13.95","3.378","2.6677","55.4737","55.4737","48.5945","3.0622","0.4497","0.0764","3.176"
"257","60.72","43.69","23","3.84","3.7482","2.1802","100","100","29.8432","4.0666","0.596","0.0873","6.1156"
"258","245.19","171.63","","9.46","3.7128","2.9269","86.0319","86.0319","48.0531","3.1573","0.3719","0.0862","7.149"
"259","432.62","302.83","","16.3","2.7466","2.3468","46.9691","46.9691","46.0971","3.3115","0.546","0.0579","1.4876"
"260","121.62","85.13","","5.3","3.7989","2.8397","100","100","29.0581","3.0492","0.3981","0.0888","5.1433"
"261","252.67","176.87","","10.63","4.225","2.891","65.1055","65.1055","50.8731","2.9586","0.3827","0.1013","4.9671"
"262","386.94","270.86","","13.89","2.284","2.1503","72.521","72.521","43.1247","3.8962","0.6049","0.0443","4.2555"
"263","312.27","218.59","","10.74","2.05","2.4261","98.2349","98.2349","35.0113","3.7055","0.5222","0.0375","5.9139"
"264","31.69","31.17","18","3.02","3.8178","2.1614","100","100","25","3.9673","0.6016","0.0893","5.0154"
"265","307.62","215.33","","11.48","2.6485","2.041","77.5575","77.5575","40.1058","4.0477","0.6377","0.055","4.2657"
"266","247.37","173.16","","10.47","4.2018","2.7826","66.2298","66.2298","51.9904","3.1527","0.4152","0.1006","5.3634"
"267","303.02","212.11","","11.02","2.7025","2.0006","86.4171","86.4171","48.9783","4.4599","0.6498","0.0566","7.4041"
"268","328.67","230.07","","13.13","4.3575","3.0305","58.8895","58.8895","68.7261","3.1186","0.3408","0.1052","8.0623"
"269","342.24","239.57","","13.07","3.2256","2.2368","65.894","65.894","54.2113","3.9536","0.579","0.072","5.8071"
"270","189.08","132.35","","7.12","2.7367","2.3045","100","100","25","3.7728","0.5586","0.0576","5.0353"
"271","65.4","45.78","","3.77","4.0698","2.7559","100","100","25","3.0119","0.4232","0.0967","3.8009"
"272","290.47","203.33","","12.17","4.0533","2.5036","56.5234","56.5234","56.5475","3.5026","0.4989","0.0962","5.0662"
"273","286.58","200.6","","10.4","2.3152","1.6552","88.4937","88.4937","40.9454","4.7655","0.7534","0.0452","5.915"
"274","180.47","126.33","","8.47","4.2563","2.721","67.0119","67.0119","37.0147","2.8749","0.4337","0.1022","2.1735"
"275","201.32","140.93","","9.04","4.1786","2.5937","70.4386","70.4386","46.5889","3.3414","0.4719","0.0999","4.7387"
"276","490.99","343.69","","18.28","2.929","2.3585","40.3606","40.3606","60.7161","3.5603","0.5424","0.0633","3.8189"
"277","472.52","330.77","","16.31","2.2088","2.1075","71.8194","71.8194","61.1446","4.395","0.6178","0.0421","8.1259"
"278","427.7","299.39","","16.68","4.1943","3.5","38.3287","38.3287","68.9257","2.1644","0.2","0.1004","5.3529"
"279","295.7","206.99","","12.04","4.1741","3.3339","56.5992","56.5992","45.7827","2.0929","0.2498","0.0998","2.7081"
"280","56.69","43.58","21","4.01","4.8","3.0946","88.9413","88.9413","28.8617","2.4912","0.3216","0.1211","3.3165"
"281","267.69","187.38","","9.76","2.2993","2.0632","90.0118","90.0118","29.3648","3.9382","0.631","0.0448","3.5705"
"282","163.07","114.15","","8.17","4.8","2.9827","63.9986","63.9986","43.3072","2.6266","0.3552","0.134","3.1544"
"283","417.35","292.14","","15.55","3.1971","2.2972","57.1488","57.1488","63.8636","3.9787","0.5608","0.0711","6.7595"
"284","231.08","161.76","","9.18","3.8356","2.9963","82.6011","82.6011","43.6001","2.8982","0.3511","0.0898","5.7099"
"285","214.56","150.19","","8.33","3.0438","2.5017","89.5723","89.5723","29.3833","3.329","0.4995","0.0666","3.5157"
"286","189.14","132.4","","8","3.5727","2.5447","81.8723","81.8723","32.3024","3.2257","0.4866","0.0821","3.1268"
"287","92.05","64.44","","4.66","4.36","3.1248","95.0583","95.0583","27.5333","2.5094","0.3126","0.1052","3.8434"
"288","200.89","140.62","","7.52","2.9167","2.4713","100","100","31.4268","3.5979","0.5086","0.0629","5.5146"
"289","127.62","89.34","","5.89","4.6112","3.5","88.3892","88.3892","30.8112","2","0.2","0.1126","3.6715"
"290","254.76","178.33","","11.14","4.6448","3.363","50.0328","50.0328","42.5607","2","0.2411","0.1136","1.1199"
"291","556.54","389.58","","20.01","2.6809","2.1742","42.0793","42.0793","71.2833","4.1041","0.5977","0.056","6.3738"
"292","512.63","358.84","","19.36","3.8227","3.1591","32.8506","32.8506","80.111","2.8301","0.3023","0.0895","7.0801"
"293","291.51","204.06","","12.76","4.7103","2.8965","44.6906","44.6906","62.7459","2.9372","0.381","0.1155","4.8453"
"294","635.35","444.75","","22.06","2.5549","1.5","41.1706","41.1706","84.7743","5.5045","0.8327","0.0523","9.2202"
"295","299.12","209.38","","10.76","2.5838","1.9868","89.2365","89.2365","46.9389","4.4708","0.654","0.0531","7.333"
"296","362.97","254.08","","13.91","3.3243","2.631","58.47","58.47","50.5604","3.2073","0.4607","0.0748","4.0097"
"297","185","129.5","","7.15","3.3889","2.5434","100","100","40.5518","3.803","0.487","0.0767","8.1921"
"298","252.98","177.08","","11.87","4.7562","2.7162","41.3041","41.3041","55.4203","2.9505","0.4351","0.1168","2.7801"
"299","355.61","248.93","","13.7","3.3836","2.279","60.7994","60.7994","57.8949","3.9102","0.5663","0.0766","5.9352"
"300","282.14","197.5","","11.18","3.4347","1.9848","74.8826","74.8826","58.9973","4.5565","0.6546","0.0781","8.0637"
"301","439.3","307.51","","17.06","3.5666","2.3893","37.7617","37.7617","65.2799","3.5925","0.5332","0.082","4.4749"
"302","389.17","272.42","","14.93","3.6189","2.6807","53.7529","53.7529","62.2496","3.3594","0.4458","0.0835","5.9496"
"303","228.6","160.02","","9.2","3.65","2.9366","78.5059","78.5059","34.298","2.6855","0.369","0.0844","3.115"
"304","579.56","405.69","","19.93","2.1022","1.9899","56.0892","56.0892","71.3141","4.5714","0.653","0.039","8.2567"
"305","47.27","34.66","22","3.25","4.4064","2.985","100","100","25","2.6382","0.3545","0.1066","3.284"
"306","111.57","78.1","","5.49","3.7225","2.3925","91.3957","91.3957","28.7057","3.49","0.5322","0.0865","3.6109"
"307","562.3","393.61","","20.11","2.9626","1.7152","44.4266","44.4266","85.5342","5.1273","0.7355","0.0642","9.8233"
"308","454.91","318.43","","15.42","1.6172","2.1394","81.3265","81.3265","48.4878","4.1792","0.6082","0.0248","6.6145"
"309","678.39","474.88","","24.64","2.7555","2.3409","15.1518","15.1518","82.3503","3.7418","0.5477","0.0582","5.2026"
"310","78.07","55.08","24","4.68","3.9297","2.2585","92.4614","92.4614","32.8225","3.7933","0.5724","0.0926","4.6592"
"311","207.86","145.5","","8.44","3.9026","3.4447","79.9182","79.9182","25","2","0.2166","0.0918","1.2005"
"312","371.93","260.35","","14.54","3.4681","2.5003","50.5914","50.5914","53.3131","3.3359","0.4999","0.0791","3.5602"
"313","577.5","404.25","","20.71","2.6857","2.1904","39.4787","39.4787","74.199","4.1151","0.5929","0.0561","6.667"
"314","218.12","152.68","","8.46","3.1288","2.2983","90.8535","90.8535","39.0577","3.87","0.5605","0.0691","5.8157"
"315","297.63","208.34","","11.19","3.4335","2.4353","81.8732","81.8732","59.3722","4.0529","0.5194","0.078","9.0823"
"316","363.52","254.46","","13.68","2.9898","2.1931","64.1701","64.1701","51.2765","3.9141","0.5921","0.065","4.9306"
"317","264.72","185.31","","9.47","2.4852","2.3725","96.0006","96.0006","33.9074","3.7175","0.5382","0.0502","5.3719"
"318","260.99","182.69","","9.99","3.2586","2.2154","85.568","85.568","51.8622","4.2236","0.5854","0.0729","7.9249"
"319","280.88","196.62","","10.73","3.481","2.8628","79.0998","79.0998","45.9228","3.0866","0.3912","0.0794","5.752"
"320","440.74","308.52","","15.85","2.4687","2.2408","62.7527","62.7527","52.9003","3.8675","0.5778","0.0497","5.098"
"321","487.53","341.27","","18.35","3.2908","2.3208","38.2917","38.2917","69.3685","3.7971","0.5538","0.0739","5.4454"
"322","161.81","113.27","","7.04","4.2232","2.8976","90.0633","90.0633","46.2959","3.2149","0.3807","0.1012","7.3023"
"323","31.46","30.39","18","2.92","4.3095","2.6683","100","100","26.7966","3.2533","0.4495","0.1037","4.8656"
"324","125.58","87.91","","5.78","4.2298","2.9265","94.1746","94.1746","38.6315","3.0461","0.372","0.1014","6.1667"
"325","321.52","225.06","","13.02","4.1999","3.3526","51.1459","51.1459","49.7868","2.0844","0.2442","0.1005","2.8587"
"326","187.29","131.1","","7.66","3.7279","3.0374","86.5703","86.5703","29.1936","2.5421","0.3388","0.0867","3.072"
"327","461.19","322.83","","17.61","3.377","2.2453","39.025","39.025","67.1947","3.8576","0.5764","0.0764","5.0653"
"328","299.98","209.99","","11.76","3.3615","2.1473","70.2551","70.2551","53.4828","4.1248","0.6058","0.0759","6.2308"
"329","229.36","160.55","","9.03","3.9019","3.0119","85.9921","85.9921","47.993","3.0382","0.3464","0.0918","7.1304"
"330","518.1","362.67","","18.2","2.3817","2.116","57.9246","57.9246","65.9139","4.291","0.6152","0.0472","7.3144"
"331","410.02","287.01","","15","2.954","2.5212","63.9266","63.9266","57.1064","3.605","0.4936","0.064","6.1805"
"332","253.59","177.51","","10.07","3.7822","3.1024","75.3016","75.3016","39.9478","2.55","0.3193","0.0883","3.9289"
"333","228.65","160.05","","10.26","4.3442","2.6304","60.8138","60.8138","51.1882","3.2595","0.4609","0.1048","4.4617"
"334","300.87","210.61","","11.03","2.7025","1.8883","84.9054","84.9054","49.2597","4.5983","0.6835","0.0566","7.2636"
"335","333.14","233.2","","11.59","2.1448","2.2593","91.2014","91.2014","39.4986","3.94","0.5722","0.0402","5.9593"
"336","204.51","143.15","","7.85","3.5511","3.0864","95.0039","95.0039","35.0523","2.7494","0.3241","0.0815","5.4903"
"337","66.43","48.06","23","4.24","4.8","3.1552","89.5802","89.5802","30.708","2.4637","0.3034","0.1274","3.8082"
"338","379.37","265.56","","15.12","3.7328","2.2374","46.0804","46.0804","64.618","3.9114","0.5788","0.0868","5.4433"
"339","73.79","51.74","25","4.35","4.5577","3.0465","91.7995","91.7995","28.9215","2.6023","0.3361","0.111","3.7124"
"340","403.79","282.65","","15.37","3.3369","2.2426","53.3125","53.3125","62.8685","3.9706","0.5772","0.0752","6.0268"
"341","321.46","225.02","","11.88","3.02","2.4673","78.4798","78.4798","48.7708","3.6922","0.5098","0.0659","6.2956"
"342","129.44","90.61","","5.66","3.4555","2.4886","97.2304","97.2304","26.6476","3.3951","0.5034","0.0787","3.9394"
"343","416.19","291.33","","16.59","4.046","2.9549","33.01","33.01","63.9631","2.7096","0.3635","0.096","3.5489"
"344","185.89","130.12","","8.25","3.7172","2.3923","75.7982","75.7982","35.1014","3.4128","0.5323","0.0864","2.9292"
"345","492.91","345.04","","17.57","2.8702","2.7226","59.5611","59.5611","70.0995","3.5865","0.4332","0.0615","8.4544"
"346","234.54","164.18","","8.42","2.6049","2.3451","100","100","32.245","3.9042","0.5465","0.0537","6.6829"
"347","120.9","84.63","","5.71","4.3857","3.0465","92.2714","92.2714","37.6645","2.828","0.336","0.106","5.6991"
"348","257.47","180.23","","10.55","3.8409","2.5538","70.7532","70.7532","50.9205","3.5095","0.4839","0.09","5.7338"
"349","376.53","263.57","","14.25","2.9751","2.4742","58.5693","58.5693","45.7199","3.3034","0.5077","0.0646","2.9581"
"350","296.03","207.22","","11.13","3.2815","2.604","79.9057","79.9057","49.1346","3.535","0.4688","0.0736","6.5665"
"351","276.41","193.49","","10.83","3.3605","2.4506","74.1178","74.1178","44.5307","3.5428","0.5148","0.0759","4.7786"
"352","221.14","154.8","","8.13","3.1718","2.9573","99.8277","99.8277","34.9352","2.9974","0.3628","0.0704","6.1105"
"353","330.07","231.05","","13.21","3.5076","2.347","54.7985","54.7985","49.6472","3.5191","0.5459","0.0802","3.3171"
"354","213.94","149.76","","7.83","2.2513","1.977","100","100","25","4.0571","0.6569","0.0434","3.5737"
"355","282.22","197.55","","10.91","3.3186","2.5198","75.6893","75.6893","44.6635","3.4749","0.4941","0.0747","5.0183"
"356","306.06","214.24","","11.63","3.1008","2.9463","72.7678","72.7678","34.6385","2.5933","0.3661","0.0683","2.4216"
"357","268.57","188","","11.37","4.7809","3.5","56.7439","56.7439","55.8898","2.0134","0.2","0.1176","4.951"
"358","49.54","36.07","22","3.45","3.811","2.3622","100","100","25","3.3698","0.5413","0.0891","2.1871"
"359","397.64","278.35","","15.05","3.1899","2.4003","55.0766","55.0766","55.9208","3.607","0.5299","0.0709","4.7346"
"360","152.82","106.98","","6.13","3.4302","2.8724","100","100","25","2.854","0.3883","0.078","3.8209"
"361","109.9","76.93","","5.17","3.4098","2.086","100","100","33.9146","4.2272","0.6242","0.0774","6.3898"
"362","155.85","109.1","","7.69","4.4975","2.6591","74.594","74.594","48.0092","3.3503","0.4523","0.1093","5.6077"
"363","303.03","212.12","","11.49","3.2434","2.9687","74.6897","74.6897","39.2871","2.708","0.3594","0.0725","3.7016"
"364","114.73","80.31","","5.85","4.8","3.2478","83.8596","83.8596","38.1638","2.4356","0.2757","0.138","4.6824"
"365","553.97","387.78","","20.33","3.0186","2.5004","34.7732","34.7732","73.2165","3.5927","0.4999","0.0659","5.8207"
"366","154.13","107.89","","7.09","3.9102","2.3394","86.5388","86.5388","45.0691","3.8982","0.5482","0.092","6.5604"
"367","313.85","219.7","","11.81","3.4564","2.6912","76.6828","76.6828","55.2703","3.5195","0.4427","0.0787","7.4848"
"368","423.14","296.2","","16.15","3.2031","1.749","49.6763","49.6763","67.4834","4.7093","0.7253","0.0713","6.5552"
"369","119.66","83.77","","6.47","4.6734","2.7219","80.6037","80.6037","48.2995","3.3626","0.4334","0.1144","6.4763"
"370","556.04","389.23","","20.51","2.9293","2.2302","31.1964","31.1964","70.4924","3.8416","0.5809","0.0633","4.7424"
"371","177.17","124.02","","7.07","3.1065","2.2132","96.6336","96.6336","34.6569","3.9649","0.586","0.0685","5.6215"
"372","306.63","214.64","","11.88","3.5821","2.5697","70.9355","70.9355","54.9633","3.5914","0.4791","0.0824","6.6476"
"373","242.27","169.59","","8.68","2.2251","2.1877","98.5637","98.5637","25.6716","3.8048","0.5937","0.0426","3.9032"
"374","149.31","104.52","","7.35","3.6641","1.9553","78.0074","78.0074","37.6213","4.1103","0.6634","0.0848","3.7794"
"375","301.56","211.09","","11.06","3.2359","3.0288","85.1395","85.1395","46.2928","2.9595","0.3414","0.0723","6.6422"
"376","100.9","70.63","","4.64","4.2972","3.2893","100","100","26.8076","2.4437","0.2632","0.1034","5.2545"
"377","569.92","398.94","","20.57","2.9779","2.0966","38.9333","38.9333","80.8557","4.4023","0.621","0.0647","8.0585"
"378","368.36","257.85","","15.43","4.4428","2.6906","33.3187","33.3187","68.9957","3.2035","0.4428","0.1077","4.6974"
"379","203.2","142.24","","7.79","2.8882","2.6103","94.9436","94.9436","25","2.9965","0.4669","0.0621","1.9039"
"380","240.8","168.56","","9.7","3.5873","2.6832","76.1575","76.1575","39.2395","3.1216","0.445","0.0826","3.8877"
"381","54.86","38.57","25","3.43","4.445","3.1027","100","100","25","2.4527","0.3192","0.1077","3.0766"
"382","536.08","375.25","","19.5","2.3268","2.3815","40.9012","40.9012","55.3786","3.4035","0.5355","0.0456","2.717"
"383","509.32","356.52","","18.06","2.9052","2.4346","57.9536","57.9536","75.9412","4.1041","0.5196","0.0626","9.5243"
"384","399.67","279.77","","14.86","3.0434","2.0547","61.429","61.429","61.5172","4.3187","0.6336","0.0666","6.8165"
"385","88.01","62.87","23","5.54","4.8","3.0425","71.7004","71.7004","25","2.0166","0.3372","0.1189","0"
"386","621.55","435.09","","20.73","1.8071","1.5","57.9426","57.9426","72.0623","5.5174","0.8492","0.0303","8.6695"
"387","274.7","192.29","","11.14","3.9645","2.8698","66.6276","66.6276","49.7148","2.982","0.3891","0.0936","4.9161"
"388","428.72","300.1","","15.77","3.1808","2.3642","59.3589","59.3589","66.869","3.9954","0.5407","0.0706","7.7166"
"389","-26.83","20.04","11","1.33","4.7792","2.7527","100","100","25","3.0401","0.4242","0.1175","4.0109"
"390","337.63","236.34","","12.9","2.6742","2.7107","61.9244","61.9244","25.382","2.5209","0.4368","0.0558","0"
